month,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-11,Sikkim,South Sikkim,26,18,0,44
2025-11,Sikkim,West,22,32,0,54
2025-11,Sikkim,West Sikkim,27,20,2,49
2025-11,Tamil Nadu,Ariyalur,550,180,39,769
2025-11,Tamil Nadu,Chengalpattu,179,113,13,305
2025-11,Tamil Nadu,Chennai,2257,645,81,2983
2025-11,Tamil Nadu,Coimbatore,2013,572,9,2594
2025-11,Tamil Nadu,Cuddalore,2140,392,2,2534
2025-11,Tamil Nadu,Dharmapuri,1549,289,9,1847
2025-11,Tamil Nadu,Dindigul,1318,458,3,1779
2025-11,Tamil Nadu,Erode,1350,346,5,1701
2025-11,Tamil Nadu,Kallakurichi,216,37,3,256
2025-11,Tamil Nadu,Kancheepuram,2583,1065,18,3666
2025-11,Tamil Nadu,Kanniyakumari,535,34,1,570
2025-11,Tamil Nadu,Kanyakumari,505,29,14,548
2025-11,Tamil Nadu,Karur,874,219,0,1093
2025-11,Tamil Nadu,Krishnagiri,1070,346,5,1421
2025-11,Tamil Nadu,Madurai,2381,314,7,2702
2025-11,Tamil Nadu,Mayiladuthurai,100,20,1,121
2025-11,Tamil Nadu,Nagapattinam,923,234,0,1157
2025-11,Tamil Nadu,Namakkal,1034,234,4,1272
2025-11,Tamil Nadu,Perambalur,505,88,0,593
2025-11,Tamil Nadu,Pudukkottai,1405,563,4,1972
2025-11,Tamil Nadu,Ramanathapuram,934,236,6,1176
2025-11,Tamil Nadu,Ranipet,32,2,1,35
2025-11,Tamil Nadu,Salem,2012,490,95,2597
2025-11,Tamil Nadu,Sivaganga,1027,312,9,1348
2025-11,Tamil Nadu,Tenkasi,342,39,0,381
2025-11,Tamil Nadu,Thanjavur,1517,407,2,1926
2025-11,Tamil Nadu,The Nilgiris,345,139,4,488
2025-11,Tamil Nadu,Theni,771,189,2,962
2025-11,Tamil Nadu,Thiruvallur,54,26,0,80
2025-11,Tamil Nadu,Thiruvarur,948,284,2,1234
2025-11,Tamil Nadu,Thoothukkudi,1201,277,3,1481
2025-11,Tamil Nadu,Tiruchirappalli,2029,514,1,2544
2025-11,Tamil Nadu,Tirunelveli,2159,444,2,2605
2025-11,Tamil Nadu,Tirupattur,245,37,2,284
2025-11,Tamil Nadu,Tiruppur,1390,381,3,1774
2025-11,Tamil Nadu,Tiruvallur,2541,1014,24,3579
2025-11,Tamil Nadu,Tiruvannamalai,1827,210,21,2058
2025-11,Tamil Nadu,Tuticorin,0,1,0,1
2025-11,Tamil Nadu,Vellore,2176,460,11,2647
2025-11,Tamil Nadu,Villupuram,2251,356,2,2609
2025-11,Tamil Nadu,Viluppuram,1598,302,0,1900
2025-11,Tamil Nadu,Virudhunagar,1351,226,3,1580
2025-11,Telangana,Adilabad,577,121,2,700
2025-11,Telangana,Bhadradri Kothagudem,478,144,1,623
2025-11,Telangana,Hanumakonda,228,29,4,261
2025-11,Telangana,Hyderabad,3632,821,139,4592
2025-11,Telangana,Jagitial,285,22,9,316
2025-11,Telangana,Jangaon,13,3,0,16
2025-11,Telangana,Jangoan,201,25,0,226
2025-11,Telangana,Jayashankar Bhupalpally,166,39,4,209
2025-11,Telangana,Jogulamba Gadwal,397,87,2,486
2025-11,Telangana,K.v. Rangareddy,3395,1034,39,4468
2025-11,Telangana,Kamareddy,509,27,0,536
2025-11,Telangana,Karimnagar,1188,142,4,1334
2025-11,Telangana,Khammam,733,210,4,947
2025-11,Telangana,Komaram Bheem,207,43,0,250
2025-11,Telangana,Mahabubabad,329,71,0,400
2025-11,Telangana,Mahabubnagar,1744,570,11,2325
2025-11,Telangana,Mancherial,206,41,0,247
2025-11,Telangana,Medak,1481,334,3,1818
2025-11,Telangana,Medchal-malkajgiri,774,240,40,1054
2025-11,Telangana,Medchal−malkajgiri,119,22,0,141
2025-11,Telangana,Mulugu,172,42,4,218
2025-11,Telangana,Nagarkurnool,248,67,1,316
2025-11,Telangana,Nalgonda,1350,327,1,1678
2025-11,Telangana,Narayanpet,240,48,4,292
2025-11,Telangana,Nirmal,325,33,1,359
2025-11,Telangana,Nizamabad,1344,162,4,1510
2025-11,Telangana,Peddapalli,125,10,1,136
2025-11,Telangana,Rajanna Sircilla,194,12,1,207
2025-11,Telangana,Rangareddy,52,21,1,74
2025-11,Telangana,Sangareddy,595,118,2,715
2025-11,Telangana,Siddipet,430,57,1,488
2025-11,Telangana,Suryapet,424,60,1,485
2025-11,Telangana,Vikarabad,560,125,2,687
2025-11,Telangana,Wanaparthy,346,125,0,471
2025-11,Telangana,Warangal,599,113,0,712
2025-11,Telangana,Warangal Rural,169,19,2,190
2025-11,Telangana,Warangal Urban,145,24,2,171
2025-11,Telangana,Yadadri.,338,48,1,387
2025-11,Tripura,Dhalai,187,159,10,356
2025-11,Tripura,Dhalai  *,6,1,0,7
2025-11,Tripura,Gomati,95,55,0,150
2025-11,Tripura,Khowai,56,33,18,107
2025-11,Tripura,North Tripura,265,87,3,355
2025-11,Tripura,Sepahijala,275,113,10,398
2025-11,Tripura,South Tripura,353,268,4,625
2025-11,Tripura,Unakoti,116,42,3,161
2025-11,Tripura,West Tripura,588,222,15,825
2025-11,Uttar Pradesh,Agra,2709,1766,62,4537
2025-11,Uttar Pradesh,Aligarh,1632,1280,50,2962
2025-11,Uttar Pradesh,Allahabad,1794,1421,24,3239
2025-11,Uttar Pradesh,Ambedkar Nagar,923,855,17,1795
2025-11,Uttar Pradesh,Amethi,938,606,16,1560
2025-11,Uttar Pradesh,Amroha,1364,526,4,1894
2025-11,Uttar Pradesh,Auraiya,618,371,0,989
2025-11,Uttar Pradesh,Ayodhya,193,68,3,264
2025-11,Uttar Pradesh,Azamgarh,1325,2557,64,3946
2025-11,Uttar Pradesh,Baghpat,738,538,43,1319
2025-11,Uttar Pradesh,Bagpat,0,1,0,1
2025-11,Uttar Pradesh,Bahraich,1286,1704,225,3215
2025-11,Uttar Pradesh,Ballia,1083,1618,23,2724
2025-11,Uttar Pradesh,Balrampur,898,1219,40,2157
2025-11,Uttar Pradesh,Banda,811,674,17,1502
2025-11,Uttar Pradesh,Bara Banki,1384,714,33,2131
2025-11,Uttar Pradesh,Barabanki,77,48,0,125
2025-11,Uttar Pradesh,Bareilly,2921,1561,137,4619
2025-11,Uttar Pradesh,Basti,1336,1278,14,2628
2025-11,Uttar Pradesh,Bhadohi,63,50,3,116
2025-11,Uttar Pradesh,Bijnor,3559,884,11,4454
2025-11,Uttar Pradesh,Budaun,1480,1104,53,2637
2025-11,Uttar Pradesh,Bulandshahar,32,29,0,61
2025-11,Uttar Pradesh,Bulandshahr,2070,1503,37,3610
2025-11,Uttar Pradesh,Chandauli,973,922,20,1915
2025-11,Uttar Pradesh,Chitrakoot,683,567,1,1251
2025-11,Uttar Pradesh,Deoria,1013,1184,37,2234
2025-11,Uttar Pradesh,Etah,835,582,24,1441
2025-11,Uttar Pradesh,Etawah,906,512,26,1444
2025-11,Uttar Pradesh,Faizabad,956,636,0,1592
2025-11,Uttar Pradesh,Farrukhabad,792,730,30,1552
2025-11,Uttar Pradesh,Fatehpur,1185,856,41,2082
2025-11,Uttar Pradesh,Firozabad,887,670,35,1592
2025-11,Uttar Pradesh,Gautam Buddha Nagar,1320,1022,45,2387
2025-11,Uttar Pradesh,Ghaziabad,2356,1753,51,4160
2025-11,Uttar Pradesh,Ghazipur,1018,1636,18,2672
2025-11,Uttar Pradesh,Gonda,1629,1273,24,2926
2025-11,Uttar Pradesh,Gorakhpur,1534,2063,29,3626
2025-11,Uttar Pradesh,Hamirpur,572,357,5,934
2025-11,Uttar Pradesh,Hapur,679,366,7,1052
2025-11,Uttar Pradesh,Hardoi,1929,1741,63,3733
2025-11,Uttar Pradesh,Hathras,827,503,24,1354
2025-11,Uttar Pradesh,Jalaun,726,583,17,1326
2025-11,Uttar Pradesh,Jaunpur,1079,1984,32,3095
2025-11,Uttar Pradesh,Jhansi,1369,651,20,2040
2025-11,Uttar Pradesh,Jyotiba Phule Nagar,17,6,0,23
2025-11,Uttar Pradesh,Kannauj,715,757,18,1490
2025-11,Uttar Pradesh,Kanpur Dehat,748,569,10,1327
2025-11,Uttar Pradesh,Kanpur Nagar,2186,2114,66,4366
2025-11,Uttar Pradesh,Kasganj,639,519,18,1176
2025-11,Uttar Pradesh,Kaushambi,1076,580,16,1672
2025-11,Uttar Pradesh,Kheri,1984,1954,58,3996
2025-11,Uttar Pradesh,Kushinagar,1169,1547,6,2722
2025-11,Uttar Pradesh,Kushinagar *,2,0,0,2
2025-11,Uttar Pradesh,Lalitpur,1037,326,3,1366
2025-11,Uttar Pradesh,Lucknow,2678,1910,108,4696
2025-11,Uttar Pradesh,Maharajganj,916,1459,58,2433
2025-11,Uttar Pradesh,Mahoba,544,181,1,726
2025-11,Uttar Pradesh,Mahrajganj,5,2,0,7
2025-11,Uttar Pradesh,Mainpuri,903,1023,15,1941
2025-11,Uttar Pradesh,Mathura,1497,1258,17,2772
2025-11,Uttar Pradesh,Mau,666,1134,14,1814
2025-11,Uttar Pradesh,Meerut,2600,1574,41,4215
2025-11,Uttar Pradesh,Mirzapur,909,1046,4,1959
2025-11,Uttar Pradesh,Moradabad,2710,780,22,3512
2025-11,Uttar Pradesh,Muzaffarnagar,1667,1146,14,2827
2025-11,Uttar Pradesh,Pilibhit,1155,521,37,1713
2025-11,Uttar Pradesh,Pratapgarh,1473,878,2,2353
2025-11,Uttar Pradesh,Prayagraj,240,177,36,453
2025-11,Uttar Pradesh,Rae Bareli,1506,825,11,2342
2025-11,Uttar Pradesh,Rampur,1709,898,50,2657
2025-11,Uttar Pradesh,Saharanpur,2678,868,8,3554
2025-11,Uttar Pradesh,Sambhal,1133,875,25,2033
2025-11,Uttar Pradesh,Sant Kabir Nagar,793,880,20,1693
2025-11,Uttar Pradesh,Sant Ravidas Nagar,491,600,1,1092
2025-11,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,10,5,0,15
2025-11,Uttar Pradesh,Shahjahanpur,1520,1161,55,2736
2025-11,Uttar Pradesh,Shamli,1678,754,11,2443
2025-11,Uttar Pradesh,Shrawasti,312,529,30,871
2025-11,Uttar Pradesh,Siddharthnagar,900,1893,68,2861
2025-11,Uttar Pradesh,Sitapur,2013,1695,131,3839
2025-11,Uttar Pradesh,Sonbhadra,724,506,4,1234
2025-11,Uttar Pradesh,Sultanpur,1199,947,9,2155
2025-11,Uttar Pradesh,Unnao,2384,1063,50,3497
2025-11,Uttar Pradesh,Varanasi,1496,1703,20,3219
2025-11,Uttarakhand,Almora,358,34,3,395
2025-11,Uttarakhand,Bageshwar,217,16,1,234
2025-11,Uttarakhand,Chamoli,231,18,0,249
2025-11,Uttarakhand,Champawat,177,29,0,206
2025-11,Uttarakhand,Dehradun,1356,236,11,1603
2025-11,Uttarakhand,Garhwal,9,0,0,9
2025-11,Uttarakhand,Hardwar,36,6,0,42
2025-11,Uttarakhand,Haridwar,1105,258,2,1365
2025-11,Uttarakhand,Nainital,846,87,1,934
2025-11,Uttarakhand,Pauri Garhwal,388,39,1,428
2025-11,Uttarakhand,Pithoragarh,252,36,3,291
2025-11,Uttarakhand,Rudraprayag,225,17,0,242
2025-11,Uttarakhand,Tehri Garhwal,700,81,0,781
2025-11,Uttarakhand,Udham Singh Nagar,1253,231,8,1492
2025-11,Uttarakhand,Uttarkashi,317,42,0,359
2025-11,WEST BENGAL,HOOGHLY,3,0,0,3
2025-11,WESTBENGAL,HOOGHLY,1,0,0,1
2025-11,West  Bengal,Hooghly,1,1,0,2
2025-11,West Bangal,Hooghly,0,1,0,1
2025-11,West Bengal,Alipurduar,136,93,2,231
2025-11,West Bengal,Bankura,2984,564,1,3549
2025-11,West Bengal,Barddhaman,3224,786,2,4012
2025-11,West Bengal,Bardhaman,344,120,0,464
2025-11,West Bengal,Birbhum,3418,472,1,3891
2025-11,West Bengal,Cooch Behar,1317,546,6,1869
2025-11,West Bengal,Dakshin Dinajpur,1004,235,8,1247
2025-11,West Bengal,Darjeeling,663,302,8,973
2025-11,West Bengal,Darjiling,124,37,0,161
2025-11,West Bengal,East Midnapore,503,85,1,589
2025-11,West Bengal,HOOGHLY,1,0,0,1
2025-11,West Bengal,HOWRAH,1,0,0,1
2025-11,West Bengal,Haora,511,228,0,739
2025-11,West Bengal,Hooghly,2642,931,10,3583
2025-11,West Bengal,Howrah,2053,720,0,2773
2025-11,West Bengal,Hugli,31,9,0,40
2025-11,West Bengal,Jalpaiguri,1219,774,17,2010
2025-11,West Bengal,Jhargram,184,39,0,223
2025-11,West Bengal,Kalimpong,18,22,0,40
2025-11,West Bengal,Koch Bihar,534,229,2,765
2025-11,West Bengal,Kolkata,1148,1076,46,2270
2025-11,West Bengal,MALDA,4,0,0,4
2025-11,West Bengal,Malda,2196,848,1,3045
2025-11,West Bengal,Maldah,276,140,0,416
2025-11,West Bengal,Medinipur,8,0,0,8
2025-11,West Bengal,Murshidabad,7291,1133,3,8427
2025-11,West Bengal,Nadia,2770,722,34,3526
2025-11,West Bengal,North 24 Parganas,4974,1304,55,6333
2025-11,West Bengal,North Dinajpur,63,15,0,78
2025-11,West Bengal,North Twenty Four Parganas,304,107,0,411
2025-11,West Bengal,Paschim Bardhaman,239,77,3,319
2025-11,West Bengal,Paschim Medinipur,3439,841,2,4282
2025-11,West Bengal,Purba Bardhaman,649,120,4,773
2025-11,West Bengal,Purba Medinipur,3170,352,1,3523
2025-11,West Bengal,Purulia,114,66,0,180
2025-11,West Bengal,Puruliya,2413,891,4,3308
2025-11,West Bengal,South 24 Parganas,6570,2258,10,8838
2025-11,West Bengal,South Dinajpur,77,17,0,94
2025-11,West Bengal,South Twenty Four Parganas,892,351,0,1243
2025-11,West Bengal,Uttar Dinajpur,3081,1326,27,4434
2025-11,West Bengal,West Midnapore,423,128,1,552
2025-11,West bengal,hooghly,3,0,0,3
2025-11,Westbengal,Hooghly,0,1,0,1
2025-12,100000,100000,0,0,194,194
2025-12,Andaman & Nicobar Islands,Andamans,19,1,0,20
2025-12,Andaman & Nicobar Islands,South Andaman,8,0,0,8
2025-12,Andaman and Nicobar Islands,Nicobar,5,1,0,6
2025-12,Andaman and Nicobar Islands,North And Middle Andaman,39,1,0,40
2025-12,Andaman and Nicobar Islands,South Andaman,53,2,0,55
2025-12,Andhra Pradesh,Adilabad,92,16,0,108
2025-12,Andhra Pradesh,Alluri Sitharama Raju,228,11,8,247
2025-12,Andhra Pradesh,Anakapalli,122,0,4,126
2025-12,Andhra Pradesh,Anantapur,612,36,0,648
2025-12,Andhra Pradesh,Ananthapur,428,28,0,456
2025-12,Andhra Pradesh,Ananthapuramu,603,24,2,629
2025-12,Andhra Pradesh,Annamayya,210,8,21,239
2025-12,Andhra Pradesh,Bapatla,100,13,5,118
2025-12,Andhra Pradesh,Chittoor,1418,78,13,1509
2025-12,Andhra Pradesh,Cuddapah,1148,53,1,1202
2025-12,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,141,2,3,146
2025-12,Andhra Pradesh,East Godavari,1468,56,1,1525
2025-12,Andhra Pradesh,Eluru,123,6,4,133
2025-12,Andhra Pradesh,Guntur,2155,112,11,2278
2025-12,Andhra Pradesh,Hyderabad,630,105,0,735
2025-12,Andhra Pradesh,K.V.Rangareddy,6,2,0,8
2025-12,Andhra Pradesh,K.v. Rangareddy,3,0,0,3
2025-12,Andhra Pradesh,Kakinada,205,13,5,223
2025-12,Andhra Pradesh,Karim Nagar,11,0,0,11
2025-12,Andhra Pradesh,Karimnagar,65,12,0,77
2025-12,Andhra Pradesh,Khammam,101,14,0,115
2025-12,Andhra Pradesh,Krishna,1300,65,6,1371
2025-12,Andhra Pradesh,Kurnool,2233,109,7,2349
2025-12,Andhra Pradesh,Mahabub Nagar,106,24,0,130
2025-12,Andhra Pradesh,Mahabubnagar,3,0,0,3
2025-12,Andhra Pradesh,Mahbubnagar,56,18,0,74
2025-12,Andhra Pradesh,Medak,146,12,0,158
2025-12,Andhra Pradesh,N. T. R,181,10,6,197
2025-12,Andhra Pradesh,Nalgonda,100,14,0,114
2025-12,Andhra Pradesh,Nandyal,181,5,1,187
2025-12,Andhra Pradesh,Nellore,939,86,0,1025
2025-12,Andhra Pradesh,Nizamabad,44,3,0,47
2025-12,Andhra Pradesh,Palnadu,205,11,6,222
2025-12,Andhra Pradesh,Parvathipuram Manyam,93,2,2,97
2025-12,Andhra Pradesh,Prakasam,1194,107,3,1304
2025-12,Andhra Pradesh,Rangareddi,246,31,0,277
2025-12,Andhra Pradesh,Sri Potti Sriramulu Nellore,115,77,47,239
2025-12,Andhra Pradesh,Sri Sathya Sai,200,4,6,210
2025-12,Andhra Pradesh,Srikakulam,772,14,2,788
2025-12,Andhra Pradesh,Tirupati,226,87,48,361
2025-12,Andhra Pradesh,Visakhapatnam,1740,63,7,1810
2025-12,Andhra Pradesh,Vizianagaram,724,13,0,737
2025-12,Andhra Pradesh,Warangal,105,20,0,125
2025-12,Andhra Pradesh,West Godavari,1103,35,5,1143
2025-12,Andhra Pradesh,Y. S. R,146,3,14,163
2025-12,Arunachal Pradesh,Anjaw,3,0,0,3
2025-12,Arunachal Pradesh,Changlang,56,6,0,62
2025-12,Arunachal Pradesh,Dibang Valley,1,0,0,1
2025-12,Arunachal Pradesh,East Kameng,9,13,0,22
2025-12,Arunachal Pradesh,East Siang,7,9,0,16
2025-12,Arunachal Pradesh,Kamle,1,1,0,2
2025-12,Arunachal Pradesh,Kra Daadi,1,8,0,9
2025-12,Arunachal Pradesh,Kurung Kumey,2,2,0,4
2025-12,Arunachal Pradesh,Leparada,0,1,0,1
2025-12,Arunachal Pradesh,Lohit,37,11,0,48
2025-12,Arunachal Pradesh,Longding,5,6,0,11
2025-12,Arunachal Pradesh,Lower Dibang Valley,10,5,0,15
2025-12,Arunachal Pradesh,Lower Siang,0,1,0,1
2025-12,Arunachal Pradesh,Lower Subansiri,7,4,0,11
2025-12,Arunachal Pradesh,Namsai,21,7,0,28
2025-12,Arunachal Pradesh,Papum Pare,24,25,0,49
2025-12,Arunachal Pradesh,Shi-yomi,0,2,0,2
2025-12,Arunachal Pradesh,Siang,2,0,0,2
2025-12,Arunachal Pradesh,Tawang,12,6,0,18
2025-12,Arunachal Pradesh,Tirap,4,6,0,10
2025-12,Arunachal Pradesh,Upper Siang,2,2,0,4
2025-12,Arunachal Pradesh,Upper Subansiri,17,6,0,23
2025-12,Arunachal Pradesh,West Kameng,16,5,0,21
2025-12,Arunachal Pradesh,West Siang,17,8,0,25
2025-12,Assam,Bajali,5,0,0,5
2025-12,Assam,Baksa,303,93,13,409
2025-12,Assam,Barpeta,847,219,7,1073
2025-12,Assam,Biswanath,119,58,8,185
2025-12,Assam,Bongaigaon,267,63,40,370
2025-12,Assam,Cachar,717,273,43,1033
2025-12,Assam,Charaideo,87,35,19,141
2025-12,Assam,Chirang,216,86,14,316
2025-12,Assam,Darrang,741,253,3,997
2025-12,Assam,Dhemaji,367,159,41,567
2025-12,Assam,Dhubri,948,364,1,1313
2025-12,Assam,Dibrugarh,275,98,54,427
2025-12,Assam,Dima Hasao,1,2,0,3
2025-12,Assam,Goalpara,531,124,90,745
2025-12,Assam,Golaghat,346,189,3,538
2025-12,Assam,Hailakandi,379,148,25,552
2025-12,Assam,Hojai,306,117,0,423
2025-12,Assam,Jorhat,305,83,25,413
2025-12,Assam,Kamrup,872,204,44,1120
2025-12,Assam,Kamrup Metro,406,104,32,542
2025-12,Assam,Karbi Anglong,267,178,43,488
2025-12,Assam,Karimganj,1070,451,2,1523
2025-12,Assam,Kokrajhar,351,84,0,435
2025-12,Assam,Lakhimpur,646,133,48,827
2025-12,Assam,Majuli,41,14,0,55
2025-12,Assam,Marigaon,815,160,21,996
2025-12,Assam,Nagaon,1165,315,15,1495
2025-12,Assam,Nalbari,349,108,9,466
2025-12,Assam,North Cachar Hills,52,22,1,75
2025-12,Assam,Sibsagar,109,38,0,147
2025-12,Assam,Sonitpur,744,293,472,1509
2025-12,Assam,South Salmara Mankachar,99,24,0,123
2025-12,Assam,Sribhumi,20,10,0,30
2025-12,Assam,Tamulpur District,6,4,0,10
2025-12,Assam,Tinsukia,496,198,419,1113
2025-12,Assam,Udalguri,339,124,10,473
2025-12,Assam,West Karbi Anglong,11,5,34,50
2025-12,Bihar,Araria,1742,854,17,2613
2025-12,Bihar,Arwal,134,422,2,558
2025-12,Bihar,Aurangabad,655,1233,36,1924
2025-12,Bihar,Aurangabad(BH),3,2,0,5
2025-12,Bihar,Aurangabad(bh),5,12,0,17
2025-12,Bihar,Banka,1240,859,3,2102
2025-12,Bihar,Begusarai,1979,1088,4,3071
2025-12,Bihar,Bhabua,3,3,0,6
2025-12,Bihar,Bhagalpur,1360,971,5,2336
2025-12,Bihar,Bhojpur,663,2031,18,2712
2025-12,Bihar,Buxar,516,809,8,1333
2025-12,Bihar,Darbhanga,1816,835,5,2656
2025-12,Bihar,East Champaran,1564,2695,58,4317
2025-12,Bihar,Gaya,1270,3170,39,4479
2025-12,Bihar,Gopalganj,769,1285,8,2062
2025-12,Bihar,Jamui,704,548,9,1261
2025-12,Bihar,Jehanabad,199,598,6,803
2025-12,Bihar,Kaimur (Bhabua),425,465,5,895
2025-12,Bihar,Katihar,2009,693,10,2712
2025-12,Bihar,Khagaria,1209,780,10,1999
2025-12,Bihar,Kishanganj,1136,234,5,1375
2025-12,Bihar,Lakhisarai,401,394,2,797
2025-12,Bihar,Madhepura,1220,1074,7,2301
2025-12,Bihar,Madhubani,2116,1592,27,3735
2025-12,Bihar,Monghyr,4,2,0,6
2025-12,Bihar,Munger,384,509,4,897
2025-12,Bihar,Muzaffarpur,1732,1419,108,3259
2025-12,Bihar,Nalanda,709,1520,9,2238
2025-12,Bihar,Nawada,463,1460,9,1932
2025-12,Bihar,Pashchim Champaran,11,12,0,23
2025-12,Bihar,Patna,1303,2271,43,3617
2025-12,Bihar,Purba Champaran,15,6,0,21
2025-12,Bihar,Purnea,27,11,0,38
2025-12,Bihar,Purnia,2129,1127,13,3269
2025-12,Bihar,Rohtas,680,1085,10,1775
2025-12,Bihar,Saharsa,1080,983,18,2081
2025-12,Bihar,Samastipur,2558,1626,14,4198
2025-12,Bihar,Samstipur,2,6,0,8
2025-12,Bihar,Saran,1486,2701,29,4216
2025-12,Bihar,Sheikhpura,233,277,3,513
2025-12,Bihar,Sheikpura,3,2,0,5
2025-12,Bihar,Sheohar,601,336,4,941
2025-12,Bihar,Sitamarhi,1936,1437,27,3400
2025-12,Bihar,Siwan,1032,1338,6,2376
2025-12,Bihar,Supaul,1181,917,23,2121
2025-12,Bihar,Vaishali,1654,1569,11,3234
2025-12,Bihar,West Champaran,1664,2439,42,4145
2025-12,Chandigarh,Chandigarh,511,31,8,550
2025-12,Chhattisgarh,Balod,340,10,0,350
2025-12,Chhattisgarh,Baloda Bazar,744,63,0,807
2025-12,Chhattisgarh,Balrampur,573,125,1,699
2025-12,Chhattisgarh,Bastar,1992,380,0,2372
2025-12,Chhattisgarh,Bemetara,552,39,1,592
2025-12,Chhattisgarh,Bijapur,761,194,148,1103
2025-12,Chhattisgarh,Bilaspur,1077,163,1,1241
2025-12,Chhattisgarh,Dakshin Bastar Dantewada,304,37,0,341
2025-12,Chhattisgarh,Dantewada,136,23,0,159
2025-12,Chhattisgarh,Dhamtari,358,13,1,372
2025-12,Chhattisgarh,Durg,663,61,1,725
2025-12,Chhattisgarh,Gariyaband,246,39,0,285
2025-12,Chhattisgarh,Gaurela-pendra-marwahi,18,1,1,20
2025-12,Chhattisgarh,Janjgir - Champa,8,1,0,9
2025-12,Chhattisgarh,Janjgir Champa,4,0,0,4
2025-12,Chhattisgarh,Janjgir-champa,780,76,0,856
2025-12,Chhattisgarh,Jashpur,364,241,0,605
2025-12,Chhattisgarh,Kabeerdham,190,16,0,206
2025-12,Chhattisgarh,Kanker,337,63,0,400
2025-12,Chhattisgarh,Kawardha,352,56,0,408
2025-12,Chhattisgarh,Khairagarh Chhuikhadan Gandai,33,16,0,49
2025-12,Chhattisgarh,Kondagaon,492,273,0,765
2025-12,Chhattisgarh,Korba,534,64,1,599
2025-12,Chhattisgarh,Koriya,276,70,0,346
2025-12,Chhattisgarh,Mahasamund,419,77,4,500
2025-12,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,38,13,0,51
2025-12,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1,1,0,2
2025-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,18,19,2,39
2025-12,Chhattisgarh,Mungeli,471,41,0,512
2025-12,Chhattisgarh,Narayanpur,110,50,8,168
2025-12,Chhattisgarh,Raigarh,437,92,0,529
2025-12,Chhattisgarh,Raipur,960,69,4,1033
2025-12,Chhattisgarh,Rajnandgaon,750,59,0,809
2025-12,Chhattisgarh,Sakti,65,10,0,75
2025-12,Chhattisgarh,Sarangarh-Bilaigarh,67,8,0,75
2025-12,Chhattisgarh,Sukma,254,164,7,425
2025-12,Chhattisgarh,Surajpur,484,171,4,659
2025-12,Chhattisgarh,Surguja,563,135,0,698
2025-12,Chhattisgarh,Uttar Bastar Kanker,207,40,0,247
2025-12,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2,0,0,2
2025-12,Dadra and Nagar Haveli,Dadra and Nagar Haveli,100,8,2,110
2025-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,12,1,6,19
2025-12,Dadra and Nagar Haveli and Daman and Diu,Daman,8,0,7,15
2025-12,Dadra and Nagar Haveli and Daman and Diu,Diu,4,0,1,5
2025-12,Daman & Diu,Daman,3,0,0,3
2025-12,Daman & Diu,Diu,3,0,0,3
2025-12,Daman and Diu,Daman,11,1,0,12
2025-12,Daman and Diu,Diu,16,1,0,17
2025-12,Delhi,Central Delhi,339,67,8,414
2025-12,Delhi,East Delhi,830,134,6,970
2025-12,Delhi,Najafgarh,1,1,0,2
2025-12,Delhi,New Delhi,27,16,0,43
2025-12,Delhi,North Delhi,523,116,2,641
2025-12,Delhi,North East,271,55,0,326
2025-12,Delhi,North East Delhi,839,212,6,1057
2025-12,Delhi,North West Delhi,2237,321,10,2568
2025-12,Delhi,Shahdara,52,24,2,78
2025-12,Delhi,South Delhi,1715,285,50,2050
2025-12,Delhi,South East Delhi,13,1,0,14
2025-12,Delhi,South West Delhi,1145,192,34,1371
2025-12,Delhi,West Delhi,1196,216,19,1431
2025-12,Goa,North Goa,166,12,17,195
2025-12,Goa,South Goa,108,12,6,126
2025-12,Gujarat,Ahmadabad,125,31,0,156
2025-12,Gujarat,Ahmedabad,2379,641,138,3158
2025-12,Gujarat,Amreli,766,62,27,855
2025-12,Gujarat,Anand,1004,82,126,1212
2025-12,Gujarat,Arvalli,382,24,24,430
2025-12,Gujarat,Banas Kantha,25,2,0,27
2025-12,Gujarat,Banaskantha,2025,486,75,2586
2025-12,Gujarat,Bharuch,785,90,14,889
2025-12,Gujarat,Bhavnagar,1194,99,33,1326
2025-12,Gujarat,Botad,181,13,17,211
2025-12,Gujarat,Chhotaudepur,295,42,27,364
2025-12,Gujarat,Dahod,657,223,9,889
2025-12,Gujarat,Devbhumi Dwarka,247,27,8,282
2025-12,Gujarat,Dohad,160,44,0,204
2025-12,Gujarat,Gandhinagar,648,87,123,858
2025-12,Gujarat,Gir Somnath,423,33,17,473
2025-12,Gujarat,Jamnagar,744,55,14,813
2025-12,Gujarat,Junagadh,1027,62,4,1093
2025-12,Gujarat,Kachchh,1144,212,33,1389
2025-12,Gujarat,Kheda,886,108,41,1035
2025-12,Gujarat,Mahesana,873,79,61,1013
2025-12,Gujarat,Mahisagar,312,22,10,344
2025-12,Gujarat,Morbi,326,59,19,404
2025-12,Gujarat,Narmada,254,15,5,274
2025-12,Gujarat,Navsari,310,19,2,331
